index,wnid,imagenet_label,hierarchy_depth,hierarchy_path
371,n02486261,patas,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > Old World monkey > patas
372,n02486410,baboon,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > Old World monkey > baboon
373,n02487347,macaque,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > Old World monkey > macaque
374,n02488291,langur,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > Old World monkey > langur
375,n02488702,colobus,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > Old World monkey > colobus
376,n02489166,proboscis_monkey,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > Old World monkey > proboscis monkey
377,n02490219,marmoset,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > New World monkey > marmoset
378,n02492035,capuchin,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > New World monkey > capuchin
379,n02492660,howler_monkey,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > New World monkey > howler monkey
380,n02493509,titi,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > New World monkey > titi
381,n02493793,spider_monkey,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > New World monkey > spider monkey
382,n02494079,squirrel_monkey,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > New World monkey > squirrel monkey
383,n02497673,Madagascar_cat,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > lemur > Madagascar cat
384,n02500267,indri,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > lemur > indri
385,n02504013,Indian_elephant,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > proboscidean > elephant > Indian elephant
386,n02504458,African_elephant,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > proboscidean > elephant > African elephant
387,n02509815,lesser_panda,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > procyonid > lesser panda
388,n02510455,giant_panda,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > procyonid > giant panda
389,n02514041,barracouta,13,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > food fish > barracouta
390,n02526121,eel,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > soft-finned fish > eel
391,n02536864,coho,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > soft-finned fish > salmonid > salmon > coho
392,n02606052,rock_beauty,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > spiny-finned fish > percoid fish > butterfly fish > rock beauty
393,n02607072,anemone_fish,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > spiny-finned fish > percoid fish > damselfish > anemone fish
394,n02640242,sturgeon,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > ganoid > sturgeon
395,n02641379,gar,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > ganoid > gar
396,n02643566,lionfish,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > spiny-finned fish > scorpaenoid > scorpaenid > lionfish
397,n02655020,puffer,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > spiny-finned fish > plectognath > puffer
398,n02666196,abacus,10,entity > physical entity > object > whole > artifact > instrumentality > device > machine > calculator > abacus
399,n02667093,abaya,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > robe > abaya
400,n02669723,academic_gown,10,entity > physical entity > object > whole > artifact > covering > clothing > outerwear > gown > academic gown
401,n02672831,accordion,11,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > free-reed instrument > accordion
402,n02676566,acoustic_guitar,11,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > stringed instrument > guitar > acoustic guitar
403,n02687172,aircraft_carrier,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > ship > warship > aircraft carrier
404,n02690373,airliner,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > aircraft > heavier-than-air craft > airplane > airliner
405,n02692877,airship,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > aircraft > lighter-than-air craft > airship
406,n02699494,altar,7,entity > physical entity > object > whole > artifact > structure > altar
407,n02701002,ambulance,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > ambulance
408,n02704792,amphibian,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > amphibian
409,n02708093,analog_clock,12,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > clock > analog clock
410,n02727426,apiary,10,entity > physical entity > object > whole > artifact > structure > building > outbuilding > shed > apiary
411,n02730930,apron,9,entity > physical entity > object > whole > artifact > covering > clothing > protective garment > apron
412,n02747177,ashcan,9,entity > physical entity > object > whole > artifact > instrumentality > container > bin > ashcan
413,n02749479,assault_rifle,15,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon > gun > firearm > autoloader > automatic firearm > automatic rifle > assault rifle
414,n02769748,backpack,9,entity > physical entity > object > whole > artifact > instrumentality > container > bag > backpack
415,n02776631,bakery,8,entity > physical entity > object > location > point > geographic point > workplace > bakery
416,n02777292,balance_beam,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > sports equipment > gymnastic apparatus > balance beam
417,n02782093,balloon,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > aircraft > lighter-than-air craft > balloon
418,n02783161,ballpoint,10,entity > physical entity > object > whole > artifact > instrumentality > implement > writing implement > pen > ballpoint
419,n02786058,Band_Aid,11,entity > physical entity > object > whole > artifact > covering > cloth covering > dressing > bandage > adhesive bandage > Band Aid
420,n02787622,banjo,10,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > stringed instrument > banjo
421,n02788148,bannister,9,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > bannister
422,n02790996,barbell,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > sports equipment > weight > barbell
423,n02791124,barber_chair,11,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > seat > chair > barber chair
424,n02791270,barbershop,11,entity > physical entity > object > whole > artifact > structure > establishment > place of business > mercantile establishment > shop > barbershop
425,n02793495,barn,9,entity > physical entity > object > whole > artifact > structure > building > farm building > barn
426,n02794156,barometer,10,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > barometer
427,n02795169,barrel,9,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > barrel
428,n02797295,barrow,11,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > handcart > barrow
429,n02799071,baseball,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > game equipment > ball > baseball
430,n02802426,basketball,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > game equipment > ball > basketball
431,n02804414,bassinet,10,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > baby bed > bassinet
432,n02804610,bassoon,13,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > woodwind > beating-reed instrument > double-reed instrument > bassoon
433,n02807133,bathing_cap,10,entity > physical entity > object > whole > artifact > covering > clothing > headdress > cap > bathing cap
434,n02808304,bath_towel,8,entity > physical entity > object > part > piece > piece of cloth > towel > bath towel
435,n02808440,bathtub,9,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bathtub
436,n02814533,beach_wagon,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > beach wagon
437,n02814860,beacon,8,entity > physical entity > object > whole > artifact > structure > tower > beacon
438,n02815834,beaker,10,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > jar > beaker
439,n02817516,bearskin,10,entity > physical entity > object > whole > artifact > covering > clothing > headdress > hat > bearskin
440,n02823428,beer_bottle,10,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bottle > beer bottle
441,n02823750,beer_glass,9,entity > physical entity > object > whole > artifact > instrumentality > container > glass > beer glass
442,n02825657,bell_cote,9,entity > physical entity > object > whole > artifact > covering > protective covering > shelter > bell cote
443,n02834397,bib,7,entity > physical entity > object > part > piece > piece of cloth > bib
444,n02835271,bicycle-built-for-two,11,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > bicycle > bicycle-built-for-two
445,n02837789,bikini,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > swimsuit > bikini
446,n02840245,binder,8,entity > physical entity > object > whole > artifact > covering > protective covering > binder
447,n02841315,binoculars,10,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > optical instrument > binoculars
448,n02843684,birdhouse,9,entity > physical entity > object > whole > artifact > covering > protective covering > shelter > birdhouse
449,n02859443,boathouse,10,entity > physical entity > object > whole > artifact > structure > building > outbuilding > shed > boathouse
450,n02860847,bobsled,10,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > sled > bobsled
451,n02865351,bolo_tie,11,entity > physical entity > object > whole > artifact > covering > clothing > garment > neckwear > necktie > bolo tie
452,n02869837,bonnet,10,entity > physical entity > object > whole > artifact > covering > clothing > headdress > hat > bonnet
453,n02870880,bookcase,9,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > bookcase
454,n02871525,bookshop,11,entity > physical entity > object > whole > artifact > structure > establishment > place of business > mercantile establishment > shop > bookshop
455,n02877765,bottlecap,9,entity > physical entity > object > whole > artifact > covering > top > cap > bottlecap
456,n02879718,bow,10,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon > bow
457,n02883205,bow_tie,11,entity > physical entity > object > whole > artifact > covering > clothing > garment > neckwear > necktie > bow tie
458,n02892201,brass,8,entity > physical entity > object > whole > artifact > structure > memorial > brass
459,n02892767,brassiere,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > undergarment > brassiere
460,n02894605,breakwater,9,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > breakwater
461,n02895154,breastplate,11,entity > physical entity > object > whole > artifact > covering > protective covering > shield > plate > armor plate > breastplate
462,n02906734,broom,9,entity > physical entity > object > whole > artifact > instrumentality > implement > cleaning implement > broom
463,n02909870,bucket,9,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bucket
464,n02910353,buckle,10,entity > physical entity > object > whole > artifact > instrumentality > device > restraint > fastener > buckle
465,n02916936,bulletproof_vest,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > vest > bulletproof vest
466,n02917067,bullet_train,11,entity > physical entity > object > whole > artifact > instrumentality > conveyance > public transport > train > passenger train > bullet train
467,n02927161,butcher_shop,11,entity > physical entity > object > whole > artifact > structure > establishment > place of business > mercantile establishment > shop > butcher shop
468,n02930766,cab,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > cab
469,n02939185,caldron,12,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil > cooking utensil > pot > caldron
470,n02948072,candle,10,entity > physical entity > object > whole > artifact > instrumentality > device > source of illumination > lamp > candle
471,n02950826,cannon,11,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon > gun > cannon
472,n02951358,canoe,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > boat > small boat > canoe
473,n02951585,can_opener,11,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > hand tool > opener > can opener
474,n02963159,cardigan,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > sweater > cardigan
475,n02965783,car_mirror,10,entity > physical entity > object > whole > artifact > instrumentality > device > reflector > mirror > car mirror
476,n02966193,carousel,11,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > ride > carousel
477,n02966687,carpenter's_kit,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > gear > kit > carpenter's kit
478,n02971356,carton,9,entity > physical entity > object > whole > artifact > instrumentality > container > box > carton
479,n02974003,car_wheel,12,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > machine > wheel > car wheel
480,n02977058,cash_machine,9,entity > physical entity > object > whole > artifact > instrumentality > device > machine > cash machine
481,n02978881,cassette,8,entity > physical entity > object > whole > artifact > instrumentality > container > cassette
482,n02979186,cassette_player,9,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > cassette player
483,n02980441,castle,9,entity > physical entity > object > whole > artifact > structure > defensive structure > fortification > castle
484,n02981792,catamaran,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > sailing vessel > sailboat > catamaran
485,n02988304,CD_player,9,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > CD player
486,n02992211,cello,11,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > stringed instrument > bowed stringed instrument > cello
487,n02992529,cellular_telephone,11,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > telephone > radiotelephone > cellular telephone
488,n02999410,chain,10,entity > physical entity > object > whole > artifact > instrumentality > connection > attachment > ligament > chain
489,n03000134,chainlink_fence,10,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > fence > chainlink fence
490,n03000247,chain_mail,10,entity > physical entity > object > whole > artifact > covering > protective covering > armor > body armor > chain mail
491,n03000684,chain_saw,11,entity > physical entity > object > whole > artifact > instrumentality > device > machine > power tool > power saw > chain saw
492,n03014705,chest,9,entity > physical entity > object > whole > artifact > instrumentality > container > box > chest
493,n03016953,chiffonier,10,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > chest of drawers > chiffonier
494,n03017168,chime,10,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > percussion instrument > chime
495,n03018349,china_cabinet,10,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > cabinet > china cabinet
496,n03026506,Christmas_stocking,11,entity > physical entity > object > whole > artifact > covering > clothing > footwear > hosiery > stocking > Christmas stocking
497,n03028079,church,9,entity > physical entity > object > whole > artifact > structure > building > place of worship > church
498,n03032252,cinema,9,entity > physical entity > object > whole > artifact > structure > building > theater > cinema
499,n03041632,cleaver,13,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > cutting implement > cutter > edge tool > knife > cleaver
500,n03042490,cliff_dwelling,9,entity > physical entity > object > whole > artifact > structure > housing > dwelling > cliff dwelling
501,n03045698,cloak,7,entity > physical entity > object > whole > artifact > covering > cloak
502,n03047690,clog,8,entity > physical entity > object > whole > artifact > covering > footwear > clog
503,n03062245,cocktail_shaker,9,entity > physical entity > object > whole > artifact > instrumentality > container > shaker > cocktail shaker
504,n03063599,coffee_mug,11,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > drinking vessel > mug > coffee mug
505,n03063689,coffeepot,12,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil > cooking utensil > pot > coffeepot
506,n03065424,coil,7,entity > physical entity > object > whole > artifact > structure > coil
507,n03075370,combination_lock,11,entity > physical entity > object > whole > artifact > instrumentality > device > restraint > fastener > lock > combination lock
508,n03085013,computer_keyboard,9,entity > physical entity > object > whole > artifact > instrumentality > device > keyboard > computer keyboard
509,n03089624,confectionery,11,entity > physical entity > object > whole > artifact > structure > establishment > place of business > mercantile establishment > shop > confectionery
510,n03095699,container_ship,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > ship > cargo ship > container ship
511,n03100240,convertible,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > convertible
512,n03109150,corkscrew,12,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > hand tool > opener > bottle opener > corkscrew
513,n03110669,cornet,11,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > brass > cornet
514,n03124043,cowboy_boot,9,entity > physical entity > object > whole > artifact > covering > footwear > boot > cowboy boot
515,n03124170,cowboy_hat,10,entity > physical entity > object > whole > artifact > covering > clothing > headdress > hat > cowboy hat
516,n03125729,cradle,10,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > baby bed > cradle
517,n03126707,crane,9,entity > physical entity > object > whole > artifact > instrumentality > device > lifting device > crane
518,n03127747,crash_helmet,10,entity > physical entity > object > whole > artifact > covering > clothing > headdress > helmet > crash helmet
519,n03127925,crate,9,entity > physical entity > object > whole > artifact > instrumentality > container > box > crate
520,n03131574,crib,10,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > baby bed > crib
521,n03133878,Crock_Pot,12,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil > cooking utensil > cooker > Crock Pot
522,n03134739,croquet_ball,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > game equipment > ball > croquet ball
523,n03141823,crutch,10,entity > physical entity > object > whole > artifact > instrumentality > implement > stick > staff > crutch
524,n03146219,cuirass,10,entity > physical entity > object > whole > artifact > covering > protective covering > armor > body armor > cuirass
525,n03160309,dam,9,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > dam
526,n03179701,desk,10,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > table > desk
527,n03180011,desktop_computer,12,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer > digital computer > personal computer > desktop computer
528,n03187595,dial_telephone,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > telephone > dial telephone
529,n03188531,diaper,9,entity > physical entity > object > whole > artifact > covering > clothing > garment > diaper
530,n03196217,digital_clock,12,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > clock > digital clock
531,n03197337,digital_watch,12,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > watch > digital watch
532,n03201208,dining_table,10,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > table > dining table
533,n03207743,dishrag,7,entity > physical entity > object > part > piece > piece of cloth > dishrag
534,n03207941,dishwasher,12,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > white goods > dishwasher
535,n03208938,disk_brake,12,entity > physical entity > object > whole > artifact > instrumentality > device > restraint > brake > brake system > hydraulic brake > disk brake
536,n03216828,dock,8,entity > physical entity > object > whole > artifact > structure > landing > dock
537,n03218198,dogsled,10,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > sled > dogsled
538,n03220513,dome,9,entity > physical entity > object > whole > artifact > covering > protective covering > roof > dome
539,n03223299,doormat,9,entity > physical entity > object > whole > artifact > covering > floor cover > mat > doormat
540,n03240683,drilling_platform,11,entity > physical entity > object > whole > artifact > instrumentality > equipment > gear > rig > drill rig > drilling platform
541,n03249569,drum,10,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > percussion instrument > drum
542,n03250847,drumstick,9,entity > physical entity > object > whole > artifact > instrumentality > implement > stick > drumstick
543,n03255030,dumbbell,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > sports equipment > weight > dumbbell
544,n03259280,Dutch_oven,13,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > kitchen appliance > oven > Dutch oven
545,n03271574,electric_fan,9,entity > physical entity > object > whole > artifact > instrumentality > device > fan > electric fan
546,n03272010,electric_guitar,11,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > stringed instrument > guitar > electric guitar
547,n03272562,electric_locomotive,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > locomotive > electric locomotive
548,n03290653,entertainment_center,10,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > wall unit > entertainment center
549,n03291819,envelope,8,entity > physical entity > object > whole > artifact > instrumentality > container > envelope
550,n03297495,espresso_maker,13,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > kitchen appliance > coffee maker > espresso maker
551,n03314780,face_powder,9,entity > physical entity > object > whole > artifact > instrumentality > toiletry > powder > face powder
552,n03325584,feather_boa,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > scarf > feather boa
553,n03337140,file,10,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > office furniture > file
554,n03344393,fireboat,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > boat > fireboat
555,n03345487,fire_engine,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck > fire engine
556,n03347037,fire_screen,9,entity > physical entity > object > whole > artifact > covering > protective covering > screen > fire screen
557,n03355925,flagpole,10,entity > physical entity > object > whole > artifact > instrumentality > implement > stick > staff > flagpole
558,n03372029,flute,11,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > woodwind > flute
559,n03376595,folding_chair,11,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > seat > chair > folding chair
560,n03379051,football_helmet,10,entity > physical entity > object > whole > artifact > covering > clothing > headdress > helmet > football helmet
561,n03384352,forklift,11,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > forklift
562,n03388043,fountain,7,entity > physical entity > object > whole > artifact > structure > fountain
563,n03388183,fountain_pen,10,entity > physical entity > object > whole > artifact > instrumentality > implement > writing implement > pen > fountain pen
564,n03388549,four-poster,11,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > bedroom furniture > bed > four-poster
565,n03393912,freight_car,11,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > car > freight car
566,n03394916,French_horn,11,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > brass > French horn
567,n03400231,frying_pan,12,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil > cooking utensil > pan > frying pan
568,n03404251,fur_coat,11,entity > physical entity > object > whole > artifact > covering > clothing > garment > overgarment > coat > fur coat
569,n03417042,garbage_truck,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck > garbage truck
570,n03424325,gasmask,9,entity > physical entity > object > whole > artifact > covering > protective covering > mask > gasmask
571,n03425413,gas_pump,11,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > pump > gas pump
572,n03443371,goblet,9,entity > physical entity > object > whole > artifact > instrumentality > container > glass > goblet
573,n03444034,go-kart,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > go-kart
574,n03445777,golf_ball,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > game equipment > ball > golf ball
575,n03445924,golfcart,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > golfcart
576,n03447447,gondola,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > boat > gondola
577,n03447721,gong,10,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > percussion instrument > gong
578,n03450230,gown,10,entity > physical entity > object > whole > artifact > covering > clothing > woman's clothing > dress > gown
579,n03452741,grand_piano,11,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > keyboard instrument > piano > grand piano
580,n03457902,greenhouse,8,entity > physical entity > object > whole > artifact > structure > building > greenhouse
581,n03459775,grille,10,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > grate > grille
582,n03461385,grocery_store,11,entity > physical entity > object > whole > artifact > structure > establishment > place of business > mercantile establishment > marketplace > grocery store
583,n03467068,guillotine,10,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > instrument of execution > guillotine
584,n03476684,hair_slide,11,entity > physical entity > object > whole > artifact > instrumentality > device > restraint > fastener > clip > hair slide
585,n03476991,hair_spray,8,entity > physical entity > object > whole > artifact > instrumentality > toiletry > hair spray
586,n03478589,half_track,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > tracked vehicle > half track
587,n03481172,hammer,10,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > hand tool > hammer
588,n03482405,hamper,9,entity > physical entity > object > whole > artifact > instrumentality > container > basket > hamper
589,n03483316,hand_blower,9,entity > physical entity > object > whole > artifact > instrumentality > device > blower > hand blower
590,n03485407,hand-held_computer,13,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer > digital computer > personal computer > portable computer > hand-held computer
591,n03485794,handkerchief,7,entity > physical entity > object > part > piece > piece of cloth > handkerchief
592,n03492542,hard_disc,10,entity > physical entity > object > whole > artifact > instrumentality > device > memory device > magnetic disk > hard disc
593,n03494278,harmonica,11,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > free-reed instrument > harmonica
594,n03495258,harp,11,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > stringed instrument > chordophone > harp
595,n03496892,harvester,10,entity > physical entity > object > whole > artifact > instrumentality > device > machine > farm machine > harvester
596,n03498962,hatchet,13,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > cutting implement > cutter > edge tool > ax > hatchet
597,n03527444,holster,9,entity > physical entity > object > whole > artifact > covering > protective covering > sheath > holster
598,n03529860,home_theater,9,entity > physical entity > object > whole > artifact > structure > building > theater > home theater
599,n03530642,honeycomb,9,entity > physical entity > object > whole > artifact > structure > supporting structure > framework > honeycomb
600,n03532672,hook,10,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > hook
601,n03534580,hoopskirt,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > skirt > hoopskirt
602,n03535780,horizontal_bar,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > sports equipment > gymnastic apparatus > horizontal bar
603,n03538406,horse_cart,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > wagon > cart > horse cart
604,n03544143,hourglass,12,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > sandglass > hourglass
605,n03584254,iPod,12,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > audio system > reproducer > stereo > iPod
606,n03584829,iron,11,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > iron
607,n03590841,jack-o'-lantern,11,entity > physical entity > object > whole > artifact > instrumentality > device > source of illumination > lamp > lantern > jack-o'-lantern
608,n03594734,jean,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > trouser > jean
609,n03594945,jeep,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > jeep
610,n03595614,jersey,10,entity > physical entity > object > whole > artifact > covering > clothing > garment > shirt > jersey
